plan,plan,계획,計画
play,jouer,놀이,遊びます
please,S'il vous plaît,부디,お願いします
plus,plus,...을 더한,プラス
point,point,포인트,ポイント
police,police,경찰,警察
policy,politique,정책,政策
politic,politique,적절한,政治的
poor,pauvre,가난한,貧しい
position,position,위치,ポジション
positive,positif,양,ポジティブ
possible,possible,가능한,可能
post,poster,우편,役職
pound,livre,파운드,ポンド
power,Puissance,힘,パワー
practise,entraine toi,연습,練習
prepare,préparer,준비하다,準備する
present,présent,선물,プレゼント
press,presse,프레스,押す
pressure,pression,압력,圧力
presume,présumer,추정하다,推定する
pretty,jolie,예쁜,きれいな
previous,précédent,너무 이른,前
price,prix,가격,価格
print,impression,인쇄,印刷する
private,privé,은밀한,プライベート
probable,probable,유망한 후보자,たぶん
problem,problème,문제,問題
proceed,procéder,발하다,進む
process,processus,방법,プロセス
produce,produire,생기게 하다,作物
product,produit,생성물,製品
programme,programme,프로그램,プログラム
project,projet,계획,プロジェクト
proper,correct,적절한,適切な
propose,proposer,제안하다,提案する
protect,protéger,보호,守る
provide,fournir,제공하다,提供する
public,Publique,공공의,パブリック
pull,tirez,손잡이,引く
purpose,objectif,목적,目的
push,pousser,푸시,押す
put,mettre,놓다,プット
quality,qualité,품질,品質
quarter,trimestre,쿼터,四半期
question,question,의문,質問
quick,rapide,빨리,速い
quid,chique,한 번 씹는 분량,頭の良いです
quiet,silencieux,조용한,静か
quite,assez,아주,かなり
radio,radio,라디오,無線
rail,rail,레일,レール
raise,élever,증가,上げる
range,intervalle,범위,範囲
rate,taux,율,レート
rather,plutôt,차라리,むしろ
read,lis,독서,読む
ready,prêt,준비된,準備ができて
real,réal,레알,リアル
realise,prendre conscience de,깨닫다,実現する
really,vraiment,정말,本当に
reason,raison,이유,理由
receive,recevoir,받다,受け取る
recent,récent,충적세,最近
reckon,compter,세다,計算する
recognize,reconnaître,인정하다,認める
recommend,recommander,권하다,お勧め
record,record,기록,記録
red,rouge,빨간,赤
reduce,réduire,줄이다,減らす
refer,référer,부치다,参照する
regard,ce qui concerne,관련,よろしく
region,Région,부위,領域
relation,relation,관계,関係
remember,rappelles toi,생각해 내다,覚えている
report,rapport,보고서,報告書
represent,représenter,말하다,代表する
require,exiger,요구하다,要求する
research,recherche,연구,研究
resource,Ressource,의지,リソース
respect,le respect,존경,尊敬
responsible,responsable,책임,責任者
rest,du repos,휴식,残り
result,résultat,결과,結果
return,revenir,반환,帰る
rid,débarrasser,구하다,取り除く
right,droite,권리,右
ring,bague,반지,リング
rise,monter,오르기,上昇
road,route,도로,道路
role,rôle,역할,役割
roll,rouleau,롤,ロール
room,pièce,방,ルーム
round,rond,일주,円形
rule,règle,규칙,ルール
run,courir,운영,走る
safe,sûr,안전한,安全
sale,vente,판매,販売
same,même,같은,同じ
Saturday,samedi,토요일,土曜日
save,enregistrer,구하다,保存する
say,dire,말하다,いう
scheme,schème,계획,スキーム
school,école,학교,学校
science,science,과학,科学
score,But,점수,スコア
Scotland,Écosse,스코틀랜드,スコットランド
seat,siège,좌석,シート
second,seconde,둘째,第二
secretary,secrétaire,비서,秘書
section,section,섹션,セクション
secure,garantir,안전한,安全な
see,voir,만나다,見る
seem,sembler,보다,思われる
self,soi,본인,自己
sell,vendre,팔다,売る
send,envoyer,보내다,送る
sense,sens,감각,感覚
separate,séparé,갈라진,別れる
serious,sérieux,진지한,真面目な
serve,servir,서브,仕える
service,un service,서비스,サービス
set,ensemble,세트,セット
settle,régler,가리다,落ち着く
seven,Sept,일곱,セブン
sex,sexe,섹스,性別
shall,doit,하여야 한다,しなければならない
share,partager,몫,シェア
she,elle,여자,彼女
sheet,drap,시트,シート
shoe,chaussure,구두,靴
shoot,tirer,사격,シュート
shop,boutique,가게,ショップ
short,court,짧은,ショート
should,devrait,할까요,すべき
show,spectacle,보여 주다,見せる
shut,fermer,닫은,シャット
sick,malade,고약한,病気
side,côté,측면,側
sign,signe,기호,符号
similar,similaire,비슷한,同様の
simple,simple,단순한,シンプルな
since,puisque,이후,以来
sing,chanter,노래,歌う
single,unique,단일,シングル
sir,Monsieur,경,先生
sister,sœur,여자 형제,シスター
sit,asseoir,앉다,座る
site,site,대지,サイト
situate,situer,...을 놓다,位置づける
six,six,육,六
size,Taille,크기,サイズ
sleep,sommeil,자다,睡眠
slight,légère,근소한,わずかな
slow,lent,느린,スロー
small,petit,작은,小さい
smoke,fumée,연기,煙
so,alors,그래서,そう
social,social,사회적인,ソーシャル
society,société,사회,社会
some,certains,약간,一部
son,fils,아들,息子
soon,bientôt,곧,すぐに
sorry,Pardon,죄송합니다,ごめんなさい
sort,Trier,종류,ソート
sound,du son,소리,音
south,Sud,남쪽,南
space,espace,공간,スペース
speak,parler,말하다,話す
special,spécial,특별한,特殊
specific,spécifique,특유한,特定
speed,la vitesse,속도,速度
spell,épeler,주문,スペル
spend,dépenser,보내,費やす
square,carré,광장,平方
staff,Personnel,직원,スタッフ
stage,étape,단계,ステージ
stairs,escaliers,계단,階段
stand,supporter,대,スタンド
standard,la norme,표준,標準
start,début,스타트,開始
state,Etat,상태,状態
station,gare,역,駅
stay,rester,머무르다,滞在
step,étape,단계,ステップ
stick,bâton,스틱,スティック
still,encore,아직도,まだ
stop,Arrêtez,중지,やめる
story,récit,이야기,ストーリー
straight,tout droit,직진,まっすぐ
strategy,stratégie,계략,戦略
street,rue,거리,通り
strike,la grève,스트라이크,ストライク
strong,fort,강한,強い
structure,structure,구조,構造
student,étudiant,학생,学生
study,étude,연구,調査
stuff,des trucs,물건,もの
stupid,stupide,바보,愚か
subject,assujettir,제목,件名
succeed,réussir,성공하다,成功する
such,tel,이러한,そのような
sudden,soudain,갑자기,突然
suggest,suggérer,제안하다,提案する
suit,costume,소송,スーツ
summer,été,여름,夏
sun,Soleil,태양,太陽
Sunday,dimanche,일요일,日曜日
supply,la fourniture,공급,供給
support,soutien,지원하다,サポート
suppose,supposer,가정,仮定する
sure,sûr,확실한,確かに
surprise,surprise,놀람,驚き
switch,commutateur,스위치,スイッチ
system,système,체계,システム
table,table,표,表
take,prendre,갖다,取る
talk,parler,이야기,トーク
tape,ruban,줄자,テープ
tax,impôt,세,税金
tea,thé,차,お茶
teach,apprendre,가르치다,教える
team,équipe,팀,チーム
telephone,Téléphone,전화,電話
television,télévision,텔레비전,テレビ
tell,dire,텔,伝える
ten,Dix,십,十
tend,tendre,지키다,傾向がある
term,terme,기간,期間
terrible,terrible,무서운,ひどい
test,tester,테스트,テスト
than,que,보다,より
thank,remercier,감사,感謝
the,le,그만큼,その
then,puis,그때,それから
there,Là,그곳에,そこ
therefore,donc,따라서,したがって
they,ils,그들,彼ら
thing,chose,의회,事
think,pense,생각한다,考える
thirteen,treize,열셋,13
thirty,30,서른,三十
this,ce,이,この
thou,tu,달러,なた
though,bien que,그래도,でも
thousand,mille,천,千
three,Trois,세,三
through,à travers,...을 통하여,を通して
throw,jeter,던지다,スロー
Thursday,Jeudi,목요일,木曜日
tie,attacher,넥타이,ネクタイ
time,temps,시각,時間
to,à,에,に
today,aujourd'hui,오늘,今日
together,ensemble,함께,一緒に
tomorrow,demain,내일,明日
tonight,ce soir,오늘 밤,今晩
too,aussi,너무,も
top,Haut,상단,上
total,total,합계,合計
touch,toucher,접촉,タッチ
toward,vers,...쪽으로,に向かって
town,ville,도시,タウン
trade,Commerce,무역,トレード
traffic,trafic,교통,トラフィック
train,train,기차,列車
transport,transport,수송,輸送
travel,Voyage,여행,旅行
treat,traiter,턱,扱う
tree,arbre,나무,木
trouble,difficulté,수고,トラブル
true,vrai,참된,本当
trust,confiance,믿음,信頼
try,essayer,시험,試してみる
Tuesday,Mardi,화요일,火曜日
turn,tour,회전,順番
twelve,Douze,열두,12
twenty,vingt,스물,二十
two,deux,두,二
type,type,유형,タイプ
under,sous,아래에,下
understand,comprendre,알다,わかる
union,syndicat,노동 조합,連合
unit,unité,단위,単位
unite,unir,맞잡다,団結する
university,Université,대학,大学
unless,sauf si,그렇지 않으면,でない限り
until,jusqu'à ce que,...까지,まで
up,en haut,쪽으로,アップ
upon,sur,...에,に
use,utilisation,용도,つかいます
usual,habituel,보통의,いつもの
value,valeur,값,値
various,divers,여러,いろいろ
very,très,대단히,非常に
video,vidéo,비디오,ビデオ
view,vue,전망,見る
village,village,마을,村
visit,visite,방문,訪問
vote,vote,투표,投票
wage,salaire,값,賃金
wait,attendre,기다림,待つ
walk,marche,산책,歩く
wall,mur,벽,壁
want,vouloir,필요,欲しいです
war,guerre,전쟁,戦争
warm,chaud,따뜻한,あたたかい
wash,lavage,빨래,洗う
waste,déchets,낭비,無駄
watch,regarder,손목 시계,時計
water,eau,물,水
way,façon,방법,方法
we,nous,우리,我々
wear,porter,입고 있다,着る
Wednesday,Mercredi,수요일,水曜日
wee,pipi,쉬,おしっこ
week,la semaine,주,週間
weigh,peser,달다,重くする
welcome,Bienvenue,환영,ようこそ
well,bien,잘,まあ
west,Ouest,서쪽,西
what,quoi,뭐,何
when,quand,언제,いつ
where,où,어디에,どこで
whether,qu'il s'agisse,인지 어떤지,かどうか
which,lequel,어느,どれ
while,tandis que,동안,ながら
white,blanc,화이트,白
who,qui,누구,誰
whole,entier,완전한,全体
why,Pourquoi,왜,なぜ
wide,large,넓은,ワイド
wife,femme,아내,妻
will,volonté,의지,意志
win,gagner,승리,勝つ
wind,vent,바람,風
window,la fenêtre,창문,窓
wish,souhait,소원,願う
with,avec,와,と
within,dans,이내에,内に
without,sans pour autant,없이,なしで
woman,femme,여자,女性
wonder,merveille,경이,ワンダー
wood,bois,나무,木材
word,mot,워드,ワード
work,travail,작업,作業
world,monde,세계,世界
worry,inquiéter,걱정,心配
worse,pire,보다 나쁜,ひどい
worth,vaut,가치,価値
would,aurait,할 것이다,するだろう
write,écrire,쓰다,書きます
wrong,faux,잘못된,違う
year,année,년,年
yes,Oui,예,はい
yesterday,hier,어제,昨日
yet,encore,아직,まだ
you,vous,당신,君は
young,Jeune,젊은,若い
